1	naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation
1	exciting and
0	schticky
1	and in the best way
1	of our most flamboyant female comics
1	squareness that would make it the darling of many a kids-and-family-oriented cable channel
0	( less a movie than ) an appalling , odoriferous thing ... so
1	this film special
1	of the amazing spider-man
0	the stomach-turning violence
0	could use a little more humanity
0	not everything
1	acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover .
0	a slow-moving police-procedural thriller
0	a bad idea from frame one
1	terrific , sweaty-palmed fun
1	very funny joke
0	volletta wallace 's maternal fury
1	complex story
0	atop wooden dialogue
0	that it progresses in such a low-key manner that it risks monotony
1	be burns 's strongest film since the brothers mcmullen
1	ca n't miss it
1	dover kosashvili 's outstanding feature debut so potent
1	of the best short story writing
0	it seeks excitement in manufactured high drama
0	feeble comedy .
0	an insult to every family
0	it is essentially empty
0	of the film 's problems
0	makes my big fat greek wedding look like an apartheid drama
0	is not even half the interest .
0	never achieve the popularity of my big fat greek wedding
1	`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era
0	right now , they 're merely signposts marking the slow , lingering death of imagination .
1	appealing character quirks to forgive that still serious problem
0	often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ?
0	the energy it takes to describe how bad it is
0	wait to see it then .
1	could easily be called the best korean film of 2002
1	largest-ever historical canvas
1	a solid cast , assured direction and complete lack of modern day irony .
0	comatose ballerinas
1	oh-so-important
0	of the road , where the thematic ironies are too obvious and the sexual politics too smug
0	formulaic equations
1	's a work that , with humor , warmth , and intelligence , captures a life interestingly lived
1	deserve a passing grade
1	you 're gon na like this movie .
0	simply stupid , irrelevant
1	weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .
0	a heavy-handed indictment of parental failings and
1	felt performances across the board .
0	seem weird and distanced
1	has finally made a movie that is n't just offensive
1	casual and fun
0	plodding mess
0	the weird thing about the santa clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .
1	the film 's intimate camera work
0	you 'll find yourself wishing that you and they were in another movie .
0	of dishonesty
0	as bestial
0	as it is a loose collection of not-so-funny gags , scattered moments of lazy humor
0	, they prove more distressing than suspenseful .
1	crackles
1	a fairly revealing study of its two main characters
1	high drama , disney-style
1	may be more genial than ingenious , but it gets the job done .
1	, good action , good acting , good dialogue , good pace , good cinematography .
0	her bully of a husband
0	gaghan ... has thrown every suspenseful cliché in the book at this nonsensical story .
0	the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters
1	oozing , chilling and heart-warming
0	stale retread
1	filming the teeming life on the reefs
0	an already thin story boils down to surviving invaders seeking an existent anti-virus .
1	quite endearing .
0	with fewer gags to break the tedium
0	overbearing and
0	deep deceptions
1	things will turn out okay
1	the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural
1	grand
1	good-natured fun found in films like tremors
1	betters it
1	transfixes the audience
1	moving and important
1	dope
1	an avid interest
1	blessed with two fine , nuanced lead performances
1	true star
0	hampered -- no , paralyzed -- by a self-indulgent script ...
0	is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .
1	is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction
0	which nurses plot holes gaping enough to pilot an entire olympic swim team through
1	that 's both charming and well acted
0	a bad blend
1	the guy-in-a-dress genre
1	director claude chabrol has become the master of innuendo .
1	riveting and
0	excruciatingly unfunny and pitifully unromantic .
0	war movies
1	an inuit masterpiece
1	oscar
0	the cliché-laden screenplay
0	girlfriends are bad , wives are worse
1	provide much more insight
0	, and as easy to be bored by as your abc 's ,
1	what you wish for
1	fluid and mesmerizing
1	... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .
1	it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries .
0	ransacks
0	lacks the charisma and ability to carry the film on his admittedly broad shoulders .
0	book report
0	leave the theater
0	spousal abuse
0	the director , with his fake backdrops and stately pacing ,
1	a diverse and astonishingly articulate cast of palestinian and israeli children .
0	anyone who suffers through this film
1	one carried by a strong sense of humanism
0	for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .
1	another entertaining romp from robert rodriguez .
1	directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft .
0	it 'll probably be in video stores by christmas
1	funny , triumphant ,
0	underachiever
1	a film of ideas and wry comic mayhem
1	of moviegoers for real characters and compelling plots
0	dime-store ruminations
1	worth a
0	, reality shows -- reality shows for god 's sake !
0	whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes .
0	'll cry for your money back
1	enthralling
0	is worse : the part where nothing 's happening , or the part where something 's happening
0	like max rothman 's future , does not work .
1	of quirky characters and an engaging story
0	has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and
1	making kahlo 's art a living ,
0	bad run
0	may just end up trying to drown yourself in a lake afterwards .
1	many pleasures
1	is worth searching out
0	at this time , with this cast , this movie is hopeless
0	time bombs
1	balances both traditional or modern stories together in a manner that one never overwhelms the other .
0	the surface histrionics failing to compensate for the paper-thin characterizations and facile situations
0	plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .
0	a sour taste in one 's mouth
1	decent performance
0	... familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc .
1	a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity .
0	responsible for one of the worst movies of one year
0	appalling , shamelessly manipulative and contrived
1	movie love
0	human darkness
0	understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself
0	it 's too loud to shout insults at the screen
0	's a long way from orwell 's dark , intelligent warning cry ( 1984 )
1	a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type --
1	the perfect movie
0	ardently waste viewers ' time with a gobbler like this
1	oscar-sweeping franchise predecessor
1	it sets out with no pretensions and delivers big time
0	see how many times they can work the words `` radical '' or `` suck '' into a sentence
1	give you enough to feel good about
1	unexpectedly insightful
1	allen 's romantic comedies so pertinent and enduring
1	is an extraordinary film , not least
0	a doubt
0	maudlin or
1	with the the wisdom and humor of its subjects
0	a party-hearty teen flick that scalds like acid .
0	the wan , thinly sketched story
1	provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen
0	this romantic/comedy asks the question how much souvlaki can you take before indigestion sets in .
1	again dazzle and delight us
1	that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes
1	aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film
1	impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' was .
0	failure to construct a story with even a trace of dramatic interest
0	but it also comes with the laziness and arrogance of a thing that already knows it 's won .
0	it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .
1	laughed at
0	, future lizard endeavors will need to adhere more closely to the laws of laughter
0	a philosophical void
0	unlikable characters and a self-conscious sense
1	intelligence or invention
0	hot on the hardwood proves once again that a man in drag is not in and of himself funny .
0	hopelessly juvenile
1	shakespearean -- both in depth and breadth --
1	unique directing style
0	required to give this comic slugfest some heart
0	feel more like a non-stop cry for attention
1	hip hop beat
0	feel more like literary conceits than flesh-and-blood humans
0	no explanation
1	funniest and
0	a chilly , remote , emotionally distant piece ... so dull that its tagline should be
1	starts off witty and sophisticated and you
0	a bargain-basement european pickup
1	, but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons
1	shines on all the characters , as the direction is intelligently accomplished
1	taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults
1	lead a group of talented friends astray
0	it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating .
1	this gentle , mesmerizing portrait
1	genial is the conceit , this is one of those rare pictures that you root for throughout ,
1	draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss
0	spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek )
0	is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own
0	it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success .
1	handles it in the most unexpected way
1	those eternally devoted to the insanity of black will have an intermittently good time .
0	obscenely bad
0	devastatingly
0	i do n't see the point
0	comes off like a bad imitation of the bard
1	that excites the imagination and tickles the funny bone
1	one of its strengths
1	of masterpiece
1	into this dream hispanic role with a teeth-clenching gusto
0	stiff or just plain bad
1	makes these lives count
1	jolts the laughs from the audience --
1	a delightful stimulus
0	has no point
0	of isolation and frustration
1	winning shot
0	of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel
1	feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop .
1	lewis
0	that there 's no other reason why anyone should bother remembering it
1	bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .
0	father cliché
0	domestic tension and unhappiness
0	the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable
1	called the best korean film of 2002
1	one of the best rock
1	it forces you to watch people doing unpleasant things to each other and themselves
1	of the holiday box office pie
0	inexpressible and drab wannabe
0	the hail of bullets , none of which ever seem to hit
1	like an extended , open-ended poem than a traditionally structured story
0	's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and
0	to hate
1	to be mesmerised
1	the people who loved the 1989 paradiso will prefer this new version
1	a lot of energy
1	for its success on a patient viewer
1	while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .
1	this may be burns 's strongest film since the brothers mcmullen .
0	turned down
1	timely , tongue-in-cheek
0	undramatic
0	the pile of useless actioners
1	morton deserves an oscar nomination .
1	weirdly engaging and unpredictable character pieces
1	efficiency and an affection for the period
1	manages to accomplish what few sequels can -- it equals the original and in some ways even betters it
0	does not work .
0	it is n't merely offensive
1	tell a story about the vietnam war before the pathology set in
1	it irrigates our souls .
1	a hint of humor
1	with a big heart
1	a rollicking adventure for you and all your mateys , regardless of their ages
1	its most immediate and most obvious pleasure
1	there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies
1	one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .
1	made a decent ` intro ' documentary
1	makes us see familiar issues , like racism and homophobia , in a fresh way .
0	the film goes right over the edge and kills every sense of believability
0	a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .
0	emotional seesawing
1	movies with the courage to go over the top and movies that do n't care about being stupid
0	target audience has n't graduated from junior high school
1	this intricately structured and well-realized drama
1	embracing
0	the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire
1	a meditation on faith and madness , frailty is blood-curdling stuff .
0	a pretty listless collection
1	other than its oscar-sweeping franchise predecessor
1	almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in
0	have been called freddy gets molested by a dog
0	moody male hustler
0	uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels
1	the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill
0	which is mostly a bore
1	an entertaining mix of period drama and flat-out farce that should please history fans
0	suspect that you 'll be as bored watching morvern callar as the characters are in it .
1	the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .
1	love this movie
0	... the efforts of its star , kline , to lend some dignity to a dumb story are for naught .
0	flat as the scruffy sands of its titular community
1	liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances
